id,name,contact_phone,email,guardian_name,guardian_phone,skills_qualifications,disability_type,disability_subcategory,age,nationality,trainings_acquired,area_of_interest,current_status,institution_or_employer,suggested_suitability,aptitude_score_percent,aptitude_category,IQ_level
897,Latifa Al Qubaisi,971529129565,latifa.al.qubaisi.897@example.com,Mason Hall,971551000000,Data entry,Multiple,Multiple disabilities,57,Indian,Data entry,Handicrafts & Art,Vocational training,Freelance / Self-employed,Customized supported employment plan,62,Average,108
898,Sara Al Ali,971527570302,sara.al.ali.898@example.com,Anjali Singh,971503000000,Security,Intellectual,Moderate intellectual disability,33,Emirati,"Customer service, Vocational tailoring",Retail,Studying,Online training - Coursera,Supported employment with job coach,68,Average,90
899,Reema Singh,971588062007,reema.singh.899@example.com,Anjali Nair,971524000000,"Retail cashier, Data entry, Warehouse assistant",Intellectual,Moderate intellectual disability,39,Emirati,"Graphic design, Data entry, Bookkeeping",Education Support,Freelance,Not currently enrolled or employed,Hospitality support roles with routines,60,Average,90
900,Yusuf Al Hammadi,971527406873,yusuf.al.hammadi.900@example.com,Noor Al Mansoori,971543000000,"Kitchen assistant, Content writing",Autism,Autism Spectrum Disorder - High support,50,Egyptian,Data entry,Logistics & Warehouse,Studying,Special Needs Centre Ras Al Khaimah,Supported workplace with routine,81,Good,100
901,Arjun Menon,971548626736,arjun.menon.901@example.com,Ethan Hall,971543000000,"Retail cashier, Bookkeeping, Accounting basics",Intellectual,Moderate intellectual disability,16,Other,"Project-based training (3 months), Life skills & mobility training, Sign language (basic)",Sales & Marketing,Unemployed,Not currently enrolled or employed,Supported employment with job coach,93,Excellent,99
902,Yusuf Al Qubaisi,971585805045,yusuf.al.qubaisi.902@example.com,Priya Thomas,971509000000,Social media management,Mental Health,Chronic mental health condition,16,Emirati,Project-based training (3 months),Data & Analytics,Studying,Technical College Abu Dhabi,Creative/artisan roles,54,Average,81
903,Arjun Thomas,971552954503,arjun.thomas.903@example.com,Anjali Singh,971553000000,"Data entry, Retail cashier, Warehouse assistant",Learning,Dyslexia / learning difficulty,24,Egyptian,,Sales & Marketing,Studying,Company B (Hospitality),Roles with assistive tech (auditory support),37,Needs Support,80
904,Saeed Al Neyadi,971502794337,saeed.al.neyadi.904@example.com,Reema Varma,971521000000,Security,Physical,Mobility impairment (wheelchair user),33,Other,"Vocational tailoring, CNC basics",Creative/Design,Working,Company B (Hospitality),Accessible admin/IT roles,69,Average,106
905,Lucas Johnson,971525108573,lucas.johnson.905@example.com,Kamal Thomas,971586000000,"Graphic design, Gardening, Bookkeeping",Physical,Mobility impairment (wheelchair user),54,Bangladeshi,"Hospitality training, Graphic design",Customer Service,Vocational training,Special Needs Centre Ras Al Khaimah,Accessible admin/IT roles,41,Below Average,110
906,Sophia Williams,971587062728,sophia.williams.906@example.com,Lucas Clark,971524000000,"Assembly & packing, Accounting basics",Learning,Dyslexia / learning difficulty,36,Bangladeshi,"Data entry, Hospitality training, Vocational tailoring",Data & Analytics,Working,Company B (Hospitality),Supervised admin tasks,57,Average,101
907,Kamal Menon,971556209906,kamal.menon.907@example.com,Ravi Balakrishnan,971526000000,Retail cashier,Physical,Limb loss / amputation,43,Jordanian,"Advanced IT (Web dev), Barista & cafe skills",Accounting/Finance,Vocational training,Company C (IT services),Supervised workshop tasks,89,Excellent,110
908,Ali Al Hammadi,971586731234,ali.al.hammadi.908@example.com,Reema Mohan,971568000000,"Tailoring, Bookkeeping",Learning,Dyslexia / learning difficulty,25,Emirati,"Bookkeeping, Retail operations, Advanced IT (Web dev)",Creative/Design,Vocational training,Company B (Hospitality),Roles with assistive tech (auditory support),60,Average,89
909,Arjun Singh,971524275576,arjun.singh.909@example.com,Deepa Balakrishnan,971502000000,"Handicrafts, Retail cashier, Bookkeeping",Visual,Blind / no vision,21,Pakistani,"Project-based training (3 months), Retail operations, Sign language (advanced)",Technical Repair,Unemployed,Not currently enrolled or employed,"Audio-based roles (call center, voice transcription)",32,Needs Support,91
910,Reema Nair,971589771150,reema.nair.910@example.com,Rashid Al Hosani,971588000000,"Web development, Graphic design",Visual,Blind / no vision,26,Pakistani,,Accounting/Finance,Working,Online training - Coursera,IT roles with screen-reader support,61,Average,88
911,Aisha Al Qubaisi,971563691573,aisha.al.qubaisi.911@example.com,Anoop Cherian,971501000000,"Tailoring, Graphic design",Physical,Mobility impairment (wheelchair user),44,Filipino,"Sign language (basic), Advanced IT (Web dev)",Handicrafts & Art,Working,Technical College Abu Dhabi,"Remote/desk roles (customer support, data entry)",63,Average,100
912,Noah Smith,971526838789,noah.smith.912@example.com,Khalid Al Rumaithi,971545000000,"Customer support, Social media management, Data entry",Intellectual,Moderate intellectual disability,41,Emirati,Data entry,Education Support,Vocational training,Company A (Retail),Hospitality support roles with routines,61,Average,92
913,Fatima Al Ali,971582368810,fatima.al.ali.913@example.com,Salma Al Ali,971583000000,IT support,Visual,Blind / no vision,31,Indian,"Vocational tailoring, Customer service",IT & Digital,Studying,Company B (Hospitality),IT roles with screen-reader support,67,Average,105
914,Priya Raj,971520831681,priya.raj.914@example.com,Rahul Reddy,971526000000,"Content writing, Gardening",Visual,Blind / no vision,40,Filipino,"Online freelancing (Upwork), Mobile phone repair",Customer Service,Studying,Technical College Abu Dhabi,"Audio-based roles (call center, voice transcription)",48,Below Average,116
915,Fatima Al Mansoori,971581070716,fatima.al.mansoori.915@example.com,Latifa Al Blooshi,971521000000,IT support,Intellectual,Moderate intellectual disability,16,Pakistani,,Agriculture/Gardening,Working,Freelance / Self-employed,Supported employment with job coach,63,Average,100
916,Zainab Al Falasi,971567296556,zainab.al.falasi.916@example.com,Amelia Johnson,971557000000,"Web development, Assembly & packing",Mental Health,Chronic mental health condition,59,Pakistani,Special education support,Manufacturing,Working,Gulf Vocational Center,Creative/artisan roles,75,Good,102
917,Huda Al Shamsi,971563055737,huda.al.shamsi.917@example.com,Latifa Al Ali,971554000000,"Security, Accounting basics",Physical,Limb loss / amputation,35,Indian,"Mobile phone repair, Sign language (basic), Special education support",IT & Digital,Working,Freelance / Self-employed,"Remote/desk roles (customer support, data entry)",79,Good,103
918,Sara Al Falasi,971521421524,sara.al.falasi.918@example.com,Ravi Balakrishnan,971559000000,"Transcription, Gardening",Multiple,Multiple disabilities,32,Indian,"Special education support, Soft skills & communication, Online freelancing (Upwork)",Technical Repair,Studying,Private School Abu Dhabi,Customized supported employment plan,55,Average,104
919,Ibrahim Raj,971500483793,ibrahim.raj.919@example.com,Salma Al Rumaithi,971522000000,Security,Learning,Dyslexia / learning difficulty,57,Emirati,"Project-based training (3 months), Sign language (advanced)",Handicrafts & Art,Studying,Special Needs Centre Ras Al Khaimah,Roles with assistive tech (auditory support),47,Below Average,101
920,Ali Al Qubaisi,971501872282,ali.al.qubaisi.920@example.com,Aisha Al Ali,971520000000,"Warehouse assistant, Admin assistance",Learning,Dyslexia / learning difficulty,19,British,"Special education support, Online freelancing (Upwork)",Technical Repair,Working,Company C (IT services),Supervised admin tasks,64,Average,97
921,Anjali Varma,971522171148,anjali.varma.921@example.com,Sophia Davis,971548000000,"Warehouse assistant, Assembly & packing, Bookkeeping",Intellectual,Mild intellectual disability,20,Indian,,Education Support,Studying,Higher Learning Dubai,"Structured vocational roles (assembly, packaging)",63,Average,77
922,Priya Varma,971552616949,priya.varma.922@example.com,Omar Al Ali,971561000000,Customer support,Autism,Autism Spectrum Disorder - Low support,19,Indian,,Data & Analytics,Studying,Technical College Abu Dhabi,Creative/design with clear briefs,56,Average,101
923,Omar Al Blooshi,971522163361,omar.al.blooshi.923@example.com,Olivia Brown,971560000000,Bookkeeping,Hearing,Hard of hearing,60,Filipino,"Vocational tailoring, Retail operations, Bookkeeping",Manufacturing,Working,Community College Sharjah,Back-office admin roles,67,Average,87
924,Yusuf Al Neyadi,971589981274,yusuf.al.neyadi.924@example.com,Olivia Allen,971582000000,Warehouse assistant,Physical,Limb loss / amputation,54,Egyptian,,Sales & Marketing,Unemployed,Not currently enrolled or employed,Accessible admin/IT roles,83,Good,89
925,Lucas Johnson,971502360186,lucas.johnson.925@example.com,Mariam Al Mansoori,971544000000,Tailoring,Physical,Limb loss / amputation,36,Indian,Basic IT (MS Office),Technical Repair,Unemployed,Not currently enrolled or employed,Accessible admin/IT roles,79,Good,105
926,Kamal Menon,971585909645,kamal.menon.926@example.com,Amelia Hall,971552000000,"Handicrafts, Warehouse assistant, Graphic design",Mental Health,Chronic mental health condition,22,Indian,"Warehouse operations, Soft skills & communication, Graphic design",Hospitality,Unemployed,Not currently enrolled or employed,Flexible hours roles (remote work),55,Average,121
927,Mia Williams,971557072173,mia.williams.927@example.com,Anjali Thomas,971524000000,Assembly & packing,Autism,Autism Spectrum Disorder - High support,30,Bangladeshi,Vocational tailoring,Accounting/Finance,Studying,Community College Sharjah,Creative/design with clear briefs,47,Below Average,111
928,Emma Hall,971504442484,emma.hall.928@example.com,Ahmed Al Muhairi,971584000000,IT support,Intellectual,Mild intellectual disability,38,Egyptian,"Graphic design, Barista & cafe skills, Mobile phone repair",Handicrafts & Art,Studying,Company C (IT services),Supported employment with job coach,80,Good,91
929,Omar Al Blooshi,971529891370,omar.al.blooshi.929@example.com,Ali Al Mansoori,971525000000,Data entry,Multiple,Multiple disabilities,20,Egyptian,Barista & cafe skills,Education Support,Working,Special Needs Centre Ras Al Khaimah,Customized supported employment plan,85,Excellent,96
930,Rashid Al Qubaisi,971520237666,rashid.al.qubaisi.930@example.com,Farah Reddy,971562000000,Graphic design,Intellectual,Mild intellectual disability,21,Pakistani,Project-based training (3 months),Sales & Marketing,Studying,Company C (IT services),"Structured vocational roles (assembly, packaging)",69,Average,103
931,Sanjay Nair,971542406628,sanjay.nair.931@example.com,Sanjay Reddy,971523000000,Content writing,Hearing,Hard of hearing,29,Indian,"Mobile phone repair, Data entry, Advanced IT (Web dev)",Logistics & Warehouse,Working,Community College Sharjah,On-site assembly/packing,62,Average,109
932,Salma Al Rumaithi,971562692855,salma.al.rumaithi.932@example.com,Hessa Al Neyadi,971541000000,"Data entry, Bookkeeping",Hearing,Deaf,54,Indian,"Project-based training (3 months), Mobile phone repair, Bookkeeping",Manufacturing,Studying,Company C (IT services),"Visual roles (data entry, graphic design)",76,Good,79
933,Mia Davis,971540471883,mia.davis.933@example.com,Rashid Al Qubaisi,971544000000,"Security, Content writing, Assembly & packing",Hearing,Hard of hearing,55,Filipino,"CNC basics, Special education support, Life skills & mobility training",Agriculture/Gardening,Vocational training,Company A (Retail),"Visual roles (data entry, graphic design)",84,Good,80
934,Aisha Al Shamsi,971580690149,aisha.al.shamsi.934@example.com,Fatima Al Hosani,971504000000,"Warehouse assistant, Data entry, Tailoring",Intellectual,Moderate intellectual disability,38,Indian,,Logistics & Warehouse,Unemployed,Not currently enrolled or employed,Supported employment with job coach,80,Good,113
935,Emma Davis,971554492343,emma.davis.935@example.com,Sophia Allen,971587000000,"Assembly & packing, Gardening",Speech,Speech impairment,17,Filipino,Online freelancing (Upwork),Manufacturing,Working,Gulf Vocational Center,Graphic design/creative roles,48,Below Average,95
936,Sanjay Nair,971528617892,sanjay.nair.936@example.com,Mia Brown,971540000000,Security,Multiple,Multiple disabilities,47,Indian,"Soft skills & communication, Graphic design",Sales & Marketing,Working,Online training - Coursera,Customized supported employment plan,48,Below Average,97
937,Sanjay Balakrishnan,971526806358,sanjay.balakrishnan.937@example.com,Ahmed Al Rumaithi,971521000000,"Handicrafts, Data entry, Retail cashier",Intellectual,Mild intellectual disability,54,Indian,"Customer service, Online freelancing (Upwork)",Customer Service,Working,Private School Abu Dhabi,Supported employment with job coach,60,Average,109
938,Khalid Al Falasi,971546203634,khalid.al.falasi.938@example.com,Noor Al Neyadi,971589000000,"Web development, Handicrafts, Bookkeeping",Visual,Blind / no vision,22,Pakistani,"CNC basics, Mobile phone repair",Hospitality,Working,Not currently enrolled or employed,"Audio-based roles (call center, voice transcription)",84,Good,116
939,Salma Al Hosani,971554457762,salma.al.hosani.939@example.com,Farah Nair,971554000000,"Sales support, Tailoring, Social media management",Autism,Autism Spectrum Disorder - Low support,51,American,"Retail operations, Data entry, Bookkeeping",Sales & Marketing,Studying,Special Needs Centre Ras Al Khaimah,Supported workplace with routine,56,Average,97
940,Neha Balakrishnan,971543774037,neha.balakrishnan.940@example.com,Yusuf Al Ali,971554000000,"Admin assistance, Kitchen assistant, Handicrafts",Intellectual,Moderate intellectual disability,38,Emirati,"Graphic design, Project-based training (3 months)",Manufacturing,Unemployed,Not currently enrolled or employed,"Structured vocational roles (assembly, packaging)",39,Needs Support,90
941,Arjun Kumar,971569000940,arjun.kumar.941@example.com,Priya Reddy,971548000000,"Kitchen assistant, Bookkeeping",Autism,Autism Spectrum Disorder - High support,37,Filipino,"Vocational tailoring, Sign language (basic)",Creative/Design,Vocational training,Private School Abu Dhabi,Creative/design with clear briefs,79,Good,119
